observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1,dim_id_2,dimension_label_eng_2,dimension_label_cym_2,dim_item_id_2,dimension_item_label_eng_2,dimension_item_label_cym_2,is_total_2,is_sub_total_2,dim_id_3,dimension_label_eng_3,dimension_label_cym_3,dim_item_id_3,dimension_item_label_eng_3,dimension_item_label_cym_3,is_total_3,is_sub_total_3
1524,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
51,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
406,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
394,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
12,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
6366,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
5290,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1076,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
2425,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1809,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
616,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
2064,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1665,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
399,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
1495,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1445,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
50,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
382,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
371,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
11,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
509,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
440,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
69,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
225,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
195,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
30,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
180,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
143,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
37,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
80,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
79,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
24,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
23,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,W92000004,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
5675,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
5327,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
348,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
2227,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
2009,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
218,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
1907,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1806,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
101,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
1315,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1289,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
26,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
226,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
223,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
3,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
5123,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
4816,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
307,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
1992,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1810,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
182,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
1696,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1599,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
97,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
1234,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1208,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
26,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
201,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
199,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
2,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
552,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
511,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
41,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
235,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
199,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
36,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
211,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
207,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
4,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
81,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
81,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
25,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
24,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,E12000001,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
8918,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
8703,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
215,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
4175,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
4028,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
147,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
2737,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
2690,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
47,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
1581,,Person,,Count,,,,,,,,,,E12000002,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
