Observation,Data_Marking,ValueDomain,Obs_Type,Obs_Type_Value,Unit_of_Measure_Eng,Geographic_Area,Time,Time_Type,CDID,Dimension_1,Dimension_Value_1,Dimension_2,Dimension_Value_2,Dimension_3,Dimension_Value_3
12,,Count,,,,E12000003,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
1280,,Count,,,,E12000003,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
1037,,Count,,,,E12000003,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
243,,Count,,,,E12000003,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
480,,Count,,,,E12000003,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
354,,Count,,,,E12000003,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
126,,Count,,,,E12000003,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
495,,Count,,,,E12000003,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
395,,Count,,,,E12000003,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
100,,Count,,,,E12000003,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
241,,Count,,,,E12000003,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
227,,Count,,,,E12000003,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
14,,Count,,,,E12000003,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
64,,Count,,,,E12000003,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
61,,Count,,,,E12000003,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
3,,Count,,,,E12000003,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
11686,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
10275,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
1411,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
3261,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
2634,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
627,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
3829,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
3289,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
540,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
3803,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
3594,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
209,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
793,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
758,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
35,,Count,,,,E12000004,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
10386,,Count,,,,E12000004,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
9141,,Count,,,,E12000004,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
1245,,Count,,,,E12000004,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
2918,,Count,,,,E12000004,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
2386,,Count,,,,E12000004,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
532,,Count,,,,E12000004,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
3276,,Count,,,,E12000004,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
2797,,Count,,,,E12000004,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
479,,Count,,,,E12000004,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
3450,,Count,,,,E12000004,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
3250,,Count,,,,E12000004,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
200,,Count,,,,E12000004,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
742,,Count,,,,E12000004,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
708,,Count,,,,E12000004,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
34,,Count,,,,E12000004,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
1300,,Count,,,,E12000004,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
1134,,Count,,,,E12000004,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
166,,Count,,,,E12000004,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
343,,Count,,,,E12000004,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
248,,Count,,,,E12000004,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
95,,Count,,,,E12000004,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
553,,Count,,,,E12000004,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
492,,Count,,,,E12000004,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
61,,Count,,,,E12000004,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
353,,Count,,,,E12000004,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
344,,Count,,,,E12000004,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
9,,Count,,,,E12000004,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
51,,Count,,,,E12000004,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
50,,Count,,,,E12000004,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E12000004,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
9819,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
8102,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
1717,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
3792,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
2797,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
995,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
3336,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
2752,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
584,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
2239,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
2120,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
119,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
452,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
433,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
19,,Count,,,,E12000005,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
8858,,Count,,,,E12000005,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
7319,,Count,,,,E12000005,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
1539,,Count,,,,E12000005,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
3442,,Count,,,,E12000005,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
2535,,Count,,,,E12000005,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
907,,Count,,,,E12000005,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
2971,,Count,,,,E12000005,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
2458,,Count,,,,E12000005,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
513,,Count,,,,E12000005,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
2031,,Count,,,,E12000005,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
1928,,Count,,,,E12000005,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
103,,Count,,,,E12000005,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
414,,Count,,,,E12000005,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
398,,Count,,,,E12000005,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
16,,Count,,,,E12000005,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
961,,Count,,,,E12000005,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
783,,Count,,,,E12000005,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
178,,Count,,,,E12000005,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
350,,Count,,,,E12000005,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
262,,Count,,,,E12000005,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
88,,Count,,,,E12000005,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
365,,Count,,,,E12000005,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
294,,Count,,,,E12000005,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
71,,Count,,,,E12000005,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
208,,Count,,,,E12000005,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
192,,Count,,,,E12000005,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
16,,Count,,,,E12000005,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
38,,Count,,,,E12000005,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
35,,Count,,,,E12000005,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
3,,Count,,,,E12000005,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
20655,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
14753,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
5902,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
5894,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
3078,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
2816,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
8410,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
5997,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
2413,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
5335,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
4731,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
604,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
1016,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
947,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
69,,Count,,,,E12000006,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
18253,,Count,,,,E12000006,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
12965,,Count,,,,E12000006,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
5288,,Count,,,,E12000006,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
5254,,Count,,,,E12000006,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
2702,,Count,,,,E12000006,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
2552,,Count,,,,E12000006,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
7345,,Count,,,,E12000006,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
5185,,Count,,,,E12000006,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
2160,,Count,,,,E12000006,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
4810,,Count,,,,E12000006,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
4261,,Count,,,,E12000006,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
549,,Count,,,,E12000006,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
844,,Count,,,,E12000006,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
817,,Count,,,,E12000006,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
27,,Count,,,,E12000006,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
2402,,Count,,,,E12000006,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
1788,,Count,,,,E12000006,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
614,,Count,,,,E12000006,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
640,,Count,,,,E12000006,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
376,,Count,,,,E12000006,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
264,,Count,,,,E12000006,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
1065,,Count,,,,E12000006,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
812,,Count,,,,E12000006,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
253,,Count,,,,E12000006,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
525,,Count,,,,E12000006,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
470,,Count,,,,E12000006,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
55,,Count,,,,E12000006,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
172,,Count,,,,E12000006,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
130,,Count,,,,E12000006,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
42,,Count,,,,E12000006,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
6253,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
4936,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
1317,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
1672,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
930,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
742,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
2290,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
1869,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
421,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
1811,,Count,,,,E12000007,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
